report_number,agency,crime_type,crime_date,report_date,location,disposition,latitude,longitude
2025-02020085,FSUPD,POSSESSION OF ALCOHOL BY MINOR,2025-02-02T16:20:00,2025-02-02T16:22:00,"LORENE ST/W ST AUGUSTINE ST , TALLAHASSEE, FL 32304",Cleared by Arrest,30.4374651,-84.2952672
2025-02020052,FSUPD,CRIMINAL MISCHIEF $201 - $999- 1ST OFFENSE,2025-02-02T08:00:00,2025-02-02T09:25:00,"143 HONORS WAY , TALLAHASSEE, FL 32306",Inactive,30.441183,-84.2933518
2025-02010167,FSUPD,POSS DRIVER LIC/ID CARD W ALTERED DOB,2025-02-01T23:04:00,2025-02-01T23:04:00,"W COLLEGE AVE/S DUVAL ST , TALLAHASSEE, FL 32301",Cleared by Arrest,30.4407434,-84.2830901
2025-02010167,FSUPD,POSSESSION OF ALCOHOL BY MINOR,2025-02-01T23:04:00,2025-02-01T23:04:00,"W COLLEGE AVE/S DUVAL ST , TALLAHASSEE, FL 32301",Cleared by Arrest,30.4407434,-84.2830901
2025-02010106,FSUPD,DWLS W/ KNOWLEDGE,2025-02-01T16:44:00,2025-02-01T16:44:00,"100 STADIUM DR , TALLAHASSEE, FL 32304",Cleared by Arrest,30.44814849999999,-84.30638
2025-02010093,FSUPD,OPERATE MOTOR VEHICLE W/O VALID LIC 3RD/SUBSQ,2025-02-01T14:42:00,2025-02-01T14:42:00,"STADIUM DR/HENDRY ST , TALLAHASSEE, FL 32306",Cleared by Arrest,30.436203,-84.305851
2025-02010021,FSUPD,RESISTING ARREST W/OUT VIOLENCE,2025-02-01T02:40:00,2025-02-01T02:41:00,"W COLLEGE AVE/S BRONOUGH ST , TALLAHASSEE, FL 32301",Cleared by Arrest,30.440731,-84.28434
2025-02010003,FSUPD,Other- PETIT THEFT 1ST DEG $100 LESS THAN $750,2025-01-31T15:40:00,2025-02-01T00:12:00,"113 COLLEGIATE LOOP , TALLAHASSEE, FL 32306",Inactive,30.442957,-84.295841
2025-01310044,FSUPD,GRAND THEFT $750 LESS THAN $5K,2025-01-31T13:00:00,2025-01-31T13:27:00,"500 CHAPEL DR , TALLAHASSEE, FL 32304",Cleared by Arrest,30.4471171,-84.3105445
2025-01310009,FSUPD,DUI,2025-01-31T02:09:00,2025-01-31T02:09:00,"1312 W TENNESSEE ST , TALLAHASSEE, FL 32304",Cleared by Arrest,30.4489415,-84.303765
2025-01310009,FSUPD,REFUSE BREATH TEST,2025-01-31T02:09:00,2025-01-31T02:09:00,"1312 W TENNESSEE ST , TALLAHASSEE, FL 32304",Cleared by Arrest,30.4489415,-84.303765
2025-01290074,FSUPD,NO PROOF OF INSURANCE,2025-01-29T16:20:00,2025-01-29T16:26:00,"288 CHAMPIONS WAY , TALLAHASSEE, FL 32306",Cleared by Citation,30.4374677,-84.3026837
2025-01290062,FSUPD,PETIT THEFT 2ND DEG,2025-01-29T12:25:00,2025-01-29T14:15:00,"75 N WOODWARD AVE , TALLAHASSEE, FL 32306",Open/Pending,30.4445043,-84.2971629
2025-01290006,FSUPD,POSSESSION OF NOT MORE THAN 20 GRAMS OF CANNABIS,2025-01-29T00:24:00,2025-01-29T00:24:00,"808 W TENNESSEE ST , TALLAHASSEE, FL 32306",Cleared by Arrest,30.445606,-84.294799
2025-01290006,FSUPD,TRESPASS OF PROPERTY NOT STRUCTURE OR CONVEY,2025-01-29T00:24:00,2025-01-29T00:24:00,"808 W TENNESSEE ST , TALLAHASSEE, FL 32306",Cleared by Arrest,30.445606,-84.294799
2025-01290032,FSUPD,BURGLARY TO UNOCC STRUCTURE WHILE UNARMED,2025-01-28T17:00:00,2025-01-29T08:15:00,"631 UNIVERSITY WAY , TALLAHASSEE, FL 32306",Open/Pending,30.4401787,-84.292056
2025-01290032,FSUPD,PETIT THEFT 2ND DEG,2025-01-28T17:00:00,2025-01-29T08:15:00,"631 UNIVERSITY WAY , TALLAHASSEE, FL 32306",Open/Pending,30.4401787,-84.292056
2025-01280071,FSUPD,DWLS W/ KNOWLEDGE,2025-01-28T09:36:00,2025-01-28T09:36:00,"DEWEY ST/ACADEMIC WAY , TALLAHASSEE, FL 32306",Cleared by Arrest,30.44439,-84.2939778
2025-01270062,FSUPD,A person who commits petit theft and who has previously been convicted two or more times of any theft commits a 3rd deg felony,2025-01-27T12:35:00,2025-01-27T12:47:00,"75 N WOODWARD AVE , TALLAHASSEE, FL 32306",Cleared by Arrest,30.4445043,-84.2971629
2025-01270042,FSUPD,DWLS W/ KNOWLEDGE,2025-01-27T10:00:00,2025-01-27T10:00:00,"CAMPUS CIR/W TENNESSEE ST , TALLAHASSEE, FL 32304",Cleared by Arrest,30.4491231,-84.3076828
2025-01270064,FSUPD,Petit theft Property value $100 but less than $750,2025-01-27T08:00:00,2025-01-27T13:20:00,"269 CHIEFTAN WAY , TALLAHASSEE, FL 32306",Inactive,30.4401884,-84.3026407
2025-01250067,FSUPD,GRAND THEFT $750 LESS THAN $5K,2025-01-25T09:00:00,2025-01-25T14:12:00,"288 CHAMPIONS WAY , TALLAHASSEE, FL 32306",Open/Pending,30.4374677,-84.3026837
2025-01230107,FSUPD,DWLS W/ KNOWLEDGE,2025-01-23T20:31:00,2025-01-23T20:31:00,"W ST AUGUSTINE ST/S WOODWARD AVE , TALLAHASSEE, FL 32304",Cleared by Arrest,30.4375878,-84.2980867
2025-01220052,FSUPD,failure to maintain lane,2025-01-22T13:10:00,2025-01-22T13:20:00,"410 WALKER ST , TALLAHASSEE, FL 32304",Cleared by Citation,30.4379897,-84.2997081
2025-01220089,FSUPD,BURGLARY OF UNOCCUP DWELLING WHILE UNARMED,2025-01-22T03:00:00,2025-01-22T20:21:00,"126 CONVOCATION WAY , TALLAHASSEE, FL 32306",Open/Pending,30.4421591,-84.2929902
2025-01200107,FSUPD,convicted of a vio of sub-1&who has a blood-alcohol level or breath-alcohol level of 0.15 or higher/ accomp by person under 18,2025-01-20T22:02:00,2025-01-20T22:02:00,"W BREVARD ST/W TENNESSEE ST , TALLAHASSEE, FL 32304",Cleared by Arrest,30.4489964,-84.3047241
2025-01190128,FSUPD,DWLS W/ KNOWLEDGE,2025-01-19T21:39:00,2025-01-19T21:39:00,"STADIUM DR/HENDRY ST , TALLAHASSEE, FL 32306",Cleared by Arrest,30.436203,-84.305851
2025-01190035,FSUPD,BATTERY- TOUCH OR STRIKE ANOTHER,2025-01-19T03:10:00,2025-01-19T03:10:00,"HERITAGE GROVE CIR, TALLAHASSEE, FL 32304",Cleared by Arrest,30.4463098,-84.3151489
2025-01190028,FSUPD,TRESPASS OF POSTED CONSTRUCTION SITE,2025-01-19T01:55:00,2025-01-19T01:55:00,"411 STADIUM DR , TALLAHASSEE, FL 32306",Closed,30.438076,-84.3046449
2025-01190009,FSUPD,CRIMINAL MISCHIEF $201 - $999- 1ST OFFENSE,2025-01-19T00:35:00,2025-01-19T00:35:00,"101 CHIEFTAN WAY , TALLAHASSEE, FL 32306",Inactive,30.444498,-84.301176
2025-01180064,FSUPD,DWLS W/ KNOWLEDGE,2025-01-18T14:20:00,2025-01-18T14:20:00,"601 W GAINES ST , TALLAHASSEE, FL 32304",Cleared by Arrest,30.4351784,-84.2899722
2025-01180052,FSUPD,OPERATE MOTORCYCLE WO LICENSE,2025-01-18T11:59:00,2025-01-18T11:59:00,"STADIUM DR , Tallahassee, FL 32304",Cleared by Arrest,30.4422781,-84.3064522
2025-01180030,FSUPD,TRESPASS OF STRUCTURE OR CONVEYANCE,2025-01-18T03:53:00,2025-01-18T03:53:00,"101 CHIEFTAN WAY , TALLAHASSEE, FL 32306",Cleared by Arrest,30.444498,-84.301176
2025-01180021,FSUPD,"DUI -under the influence of alcohol, chemical substance or controlled substance-person’s normal faculties are impaired.",2025-01-18T02:30:00,2025-01-18T02:31:00,"W COLLEGE AVE/S MACOMB ST , TALLAHASSEE, FL 32301",Cleared by Arrest,30.4407368,-84.2885201
2025-01180021,FSUPD,FLEE ELUDE LEO MARKED VEHICLE WITH LIGHTS SIREN ACTIVE,2025-01-18T02:30:00,2025-01-18T02:31:00,"W COLLEGE AVE/S MACOMB ST , TALLAHASSEE, FL 32301",Cleared by Arrest,30.4407368,-84.2885201
2025-01180021,FSUPD,LEAVE SCENE OF CRASH INVOLVE DAMAGE TO PROP,2025-01-18T02:30:00,2025-01-18T02:31:00,"W COLLEGE AVE/S MACOMB ST , TALLAHASSEE, FL 32301",Cleared by Arrest,30.4407368,-84.2885201
2025-01200075,FSUPD,Petit theft Property value $100 but less than $750,2025-01-17T17:00:00,2025-01-20T17:08:00,"101 S WOODWARD AVE , TALLAHASSEE, FL 32306",Open/Pending,30.4409736,-84.2976138
2025-01160122,FSUPD,POSS DRIVER LIC/ID CARD W ALTERED DOB,2025-01-16T21:53:00,2025-01-16T21:53:00,"W COLLEGE AVE , Tallahassee, FL 32306",Cleared by Arrest,30.4407329,-84.2864265
2025-01160122,FSUPD,POSSESSION OF ALCOHOL BY MINOR,2025-01-16T21:53:00,2025-01-16T21:53:00,"W COLLEGE AVE , Tallahassee, FL 32306",Cleared by Arrest,30.4407329,-84.2864265
2025-01160051,FSUPD,CRIMINAL MISCHIEF $200 OR LESS- 1ST OFFENSE,2025-01-16T09:45:00,2025-01-16T10:12:00,"714 UNIVERSITY WAY , TALLAHASSEE, FL 32306",Open/Pending,30.4406179,-84.2949849
2025-01140005,FSUPD,DUI - BAC .15 OR HIGHER OR HAS PASSENGER UND 18 YOA,2025-01-14T00:56:00,2025-01-14T00:56:00,"N DUVAL ST/W TENNESSEE ST , TALLAHASSEE, FL 32301",Cleared by Arrest,30.4447455,-84.2830878
2025-01130084,FSUPD,Petit theft Property value $100 but less than $750,2025-01-13T17:38:00,2025-01-13T17:38:00,"HERITAGE GROVE CIR, TALLAHASSEE, FL 32304",Victim Refused to Cooperate,30.4463098,-84.3151489
2025-01130079,FSUPD,TRESPASS OF STRUCTURE OR CONVEYANCE,2025-01-13T16:13:00,2025-01-13T16:13:00,"232 HAYDEN RD, TALLAHASSEE, FL 32304",Cleared by Arrest,30.4386368,-84.30781
2025-01130080,FSUPD,CRASH LEAVE THE SCENE W/O GIVING INFORMAITON MORE THAN $50 DAMAGE,2025-01-13T15:55:00,2025-01-13T16:12:00,"ST AUGUSTINE ST/VARSITY DR , TALLAHASSEE, FL",Closed,30.4375988,-84.3007653
2025-01130041,FSUPD,DWLS W/ KNOWLEDGE,2025-01-13T10:49:00,2025-01-13T10:49:00,"LAKE BRADFORD RD , Tallahassee, FL 32306",Cleared by Arrest,30.4240621,-84.3023423
2025-01270031,FSUPD,CRIMINAL MISCHIEF $201 - $999- 1ST OFFENSE,2025-01-13T08:20:00,2025-01-27T08:20:00,"305 BLOUNT ST , TALLAHASSEE, FL 32301",Inactive,30.4331443,-84.2847746
2025-01120066,FSUPD,PETIT THEFT 2ND DEG,2025-01-12T18:27:00,2025-01-12T18:27:00,"118 VARSITY WAY , TALLAHASSEE, FL 32306",Inactive,30.4419465,-84.3018533
2025-01100076,FSUPD,FAILURE TO APPEAR OF DEFENDANT ON BAIL FOR MISDEMEANOR CHARGE,2025-01-10T14:32:00,2025-01-10T14:32:00,"N M L KING JR BLVD/W TENNESSEE ST , TALLAHASSEE, FL 32301",Cleared by Arrest,30.4447422,-84.2856282
2026-07290043,FSUPD,Other- PETIT THEFT 1ST DEG $100 LESS THAN $750,2025-01-10T08:00:00,2026-07-29T08:43:00,"965 LEARNING WAY , TALLAHASSEE, FL 32306",Open/Pending,30.4410085,-84.2998742
2025-01100009,FSUPD,DRIV WHILE LIC SUSPEND REVOCATION EQUIV STATUS 1ST OFFENSE,2025-01-10T01:28:00,2025-01-10T01:28:00,"900 W TENNESSEE ST , TALLAHASSEE, FL 32304",Cleared by Arrest,30.4467187,-84.2976961
2025-01090118,FSUPD,CRIMINAL MISCHIEF $200 OR LESS- 1ST OFFENSE,2025-01-09T13:30:00,2025-01-09T19:11:00,"860 TRADITIONS WAY , TALLAHASSEE, FL 32306",Inactive,30.441505,-84.297107
2025-01090077,FSUPD,BURGLARY TO UNOCC CONVEY WHILE UNARMED,2025-01-09T01:30:00,2025-01-09T13:31:00,"504 W CALL ST , TALLAHASSEE, FL 32301",Open/Pending,30.4437193,-84.2890334
2025-01090012,FSUPD,TRESPASS OF STRUCTURE OR CONVEYANCE,2025-01-09T01:16:00,2025-01-09T01:16:00,"501 S COPELAND ST , TALLAHASSEE, FL 32301",Cleared by Arrest,30.438087,-84.290159
2025-01080079,FSUPD,ASSAULT- THREAT TO DO VIOLENCE,2025-01-08T15:50:00,2025-01-08T16:24:00,"287 CHAMPIONS WAY , TALLAHASSEE, FL 32306",Open/Pending,30.4376256,-84.3025185
2025-01080091,FSUPD,LEAVE SCENE OF CRASH INVOLVE DAMAGE TO PROP,2025-01-08T13:20:00,2025-01-08T18:24:00,"104 N WOODWARD AVE , TALLAHASSEE, FL 32306",Open/Pending,30.444642,-84.2988275
2025-01080084,FSUPD,DEFRAUD OR ATTEMPT TO DEFRAUD INDIV OUT OF PROPERTY BY PROMISE OF INSIDE INFORMATION,2025-01-08T13:00:00,2025-01-08T17:31:00,"802 UNIVERSITY WAY , TALLAHASSEE, FL 32306",Victim Refused to Cooperate,30.4404121,-84.2961709
2025-01080055,FSUPD,FAILURE TO YEILD TO ONCOMING TRAFFIC WHEN MAKING A LEFT TURN,2025-01-08T11:28:00,2025-01-08T11:28:00,"269 CHIEFTAN WAY , TALLAHASSEE, FL 32306",Cleared by Citation,30.4401884,-84.3026407
2025-01080053,FSUPD,FAILURE TO APPEAR OF DEFENDANT ON BAIL FOR MISDEMEANOR CHARGE,2025-01-08T11:02:00,2025-01-08T11:02:00,"SPIRIT WAY/STADIUM DR , TALLAHASSEE, FL 32306",Cleared by Arrest,30.44256009999999,-84.3051442
2025-01080053,FSUPD,POSSESSION OF CONTROLLED SUBSTANCE W/O PRESCRIPTION,2025-01-08T11:02:00,2025-01-08T11:02:00,"SPIRIT WAY/STADIUM DR , TALLAHASSEE, FL 32306",Cleared by Arrest,30.44256009999999,-84.3051442
2025-01090062,FSUPD,PETIT THEFT 2ND DEG,2025-01-08T08:00:00,2025-01-09T11:05:00,"668 UNIVERSITY WAY , TALLAHASSEE, FL 32306",Inactive,30.4406226,-84.293447
2025-01060007,FSUPD,DWLS W/ KNOWLEDGE,2025-01-06T01:33:00,2025-01-06T01:33:00,"N DUVAL ST/W TENNESSEE ST , TALLAHASSEE, FL 32301",Cleared by Arrest,30.4447455,-84.2830878
2025-01050180,FSUPD,FLEE ELUDE LEO MARKED VEHICLE WITH LIGHTS SIREN ACTIVE,2025-01-05T22:14:00,2025-01-05T22:14:00,"W CALL ST/MURPHREE ST , TALLAHASSEE, FL 32304",Cleared by Arrest,30.4465358,-84.3058809
2025-01050180,FSUPD,RESISTING ARREST W/OUT VIOLENCE,2025-01-05T22:14:00,2025-01-05T22:14:00,"W CALL ST/MURPHREE ST , TALLAHASSEE, FL 32304",Cleared by Arrest,30.4465358,-84.3058809
2025-01050101,FSUPD,CARELESS DRIVING,2025-01-05T11:05:00,2025-01-05T11:05:00,"EPPES DR , Tallahassee, FL 32304",Cleared by Citation,30.4316096,-84.3036137
2025-01040185,FSUPD,ACCIDENT UNATTENDED VEH OR PROP WO LEAVING ID,2025-01-04T20:15:00,2025-01-04T20:36:00,"505 W PENSACOLA ST , TALLAHASSEE, FL 32301",Open/Pending,30.4377748,-84.2866345
2025-01030124,FSUPD,DWLSR REVOCATION EQUIV STATUS 2ND OFF,2025-01-03T16:41:00,2025-01-03T16:41:00,"1238 CRATE DR , TALLAHASSEE, FL 32304",Open/Pending,30.4325724,-84.3037943
2025-01030124,FSUPD,RESISTING ARREST W/OUT VIOLENCE,2025-01-03T16:41:00,2025-01-03T16:41:00,"1238 CRATE DR , TALLAHASSEE, FL 32304",Open/Pending,30.4325724,-84.3037943
2025-01030096,FSUPD,DWLS W/ KNOWLEDGE,2025-01-03T13:12:00,2025-01-03T13:12:00,"PARK AVE W/S MACOMB ST , TALLAHASSEE, FL 32301",Cleared by Arrest,30.4382021,-84.2895384
2025-01020087,FSUPD,DWLS W/ KNOWLEDGE,2025-01-02T21:07:00,2025-01-02T21:07:00,CONRADI ST/SLUSHER ST,Closed,30.4484821,-84.3077301
2024-12300137,FSUPD,FAILURE TO APPEAR OF DEFENDANT ON BAIL FOR FELONY CHARGE,2024-12-30T17:37:00,2024-12-30T17:37:00,"322 STADIUM DR , TALLAHASSEE, FL 32304",Cleared by Arrest,30.4431762,-84.3068308
2024-12300137,FSUPD,FAILURE TO APPEAR OF DEFENDANT ON BAIL FOR MISDEMEANOR CHARGE,2024-12-30T17:37:00,2024-12-30T17:37:00,"322 STADIUM DR , TALLAHASSEE, FL 32304",Cleared by Arrest,30.4431762,-84.3068308
2024-12300137,FSUPD,Felony Battery,2024-12-30T17:37:00,2024-12-30T17:37:00,"322 STADIUM DR , TALLAHASSEE, FL 32304",Cleared by Arrest,30.4431762,-84.3068308
2024-12300137,FSUPD,KNOWINGLY GIVE FALSE INFO TO LEO ALLEGED CRIME- 1ST OFFENSE,2024-12-30T17:37:00,2024-12-30T17:37:00,"322 STADIUM DR , TALLAHASSEE, FL 32304",Cleared by Arrest,30.4431762,-84.3068308
2024-12300137,FSUPD,OPERATE MOTOR VEHICLE W/O VALID LIC 3RD/SUBSQ,2024-12-30T17:37:00,2024-12-30T17:37:00,"322 STADIUM DR , TALLAHASSEE, FL 32304",Cleared by Arrest,30.4431762,-84.3068308
2024-12300137,FSUPD,RESISTING ARREST W/OUT VIOLENCE,2024-12-30T17:37:00,2024-12-30T17:37:00,"322 STADIUM DR , TALLAHASSEE, FL 32304",Cleared by Arrest,30.4431762,-84.3068308
2024-12300089,FSUPD,FAIL TO REGISTER MOTOR VEH,2024-12-30T12:33:00,2024-12-30T12:33:00,"1520 JACKSON BLUFF RD , TALLAHASSEE, FL 32304",Cleared by Arrest,30.4349135,-84.307148
2024-12300089,FSUPD,vehicle does not contain those parts or is not at all times equipped with such lamps and other equipment in proper condition,2024-12-30T12:33:00,2024-12-30T12:33:00,"1520 JACKSON BLUFF RD , TALLAHASSEE, FL 32304",Cleared by Arrest,30.4349135,-84.307148
2025-01020045,FSUPD,GRAND THEFT $750 LESS THAN $5K,2024-12-21T14:00:00,2025-01-02T11:12:00,"75 N WOODWARD AVE , TALLAHASSEE, FL 32306",Open/Pending,30.4445043,-84.2971629
2025-01200073,FSUPD,Petit theft Property value $100 but less than $750,2024-12-13T16:00:00,2025-01-20T16:45:00,"202 VARSITY DR , TALLAHASSEE, FL 32306",Inactive,30.4406253,-84.3001788
2025-01060074,FSUPD,SEX BAT- RAPE18 YR OR OLDER BY PRSN 18 YR OR OLD,2024-12-11T01:00:00,2025-01-06T15:09:00,"808 W TENNESSEE ST, TALLAHASSEE, FL 32306",Open/Pending,30.445606,-84.294799
2025-01080096,FSUPD,Petit theft Property value $100 but less than $750,2024-12-09T12:00:00,2025-01-08T18:28:00,"1106 W CALL ST , TALLAHASSEE, FL 32306",Inactive,30.445961,-84.303475
2025-01060113,FSUPD,Petit theft Property value $100 but less than $750,2024-11-26T00:00:00,2025-01-06T20:51:00,"1106 W CALL ST , TALLAHASSEE, FL 32306",Inactive,30.445961,-84.303475
2025-01140100,FSUPD,CRIMINAL MISCHIEF $200 OR LESS- 1ST OFFENSE,2024-01-14T12:48:00,2025-01-14T16:44:00,"813 LAKE BRADFORD RD , TALLAHASSEE, FL 32304",Referred-other University Dept.,30.433085,-84.3018486
2025-01090063,FSUPD,CRIMINAL MISCHIEF $200 OR LESS- 1ST OFFENSE,2024-01-09T06:00:00,2025-01-09T11:22:00,"135 COLLEGIATE LOOP , TALLAHASSEE, FL 32306",Inactive,30.4415799,-84.2955199
2026-06280058,FSUPD,TRESSPASS AFTER WARNING,2006-06-28T12:18:00,2026-06-28T12:18:00,"301 S M L KING JR BLVD , TALLAHASSEE, FL 32301",Cleared by Arrest,,
2024-12310055,FSUPD,GRAND THEFT $10K LESS THAN $20K,2004-12-25T08:30:00,2024-12-31T07:13:00,"HENDRY ST/STADIUM DR , TALLAHASSEE, FL 32306",Open/Pending,30.4363715,-84.3056571
